participantId,idx,bot_detection,reported_ideology,labels,answer_distance
32042352EBB149FF8BA1A3E470BC6ADE,1,False,0.5,"[3, 1]",0
32042352EBB149FF8BA1A3E470BC6ADE,2,False,-1.4,"[0, 7]",3
321B93063C6A40D3801222F29E15B154,0,False,1.6,[2],4
321B93063C6A40D3801222F29E15B154,1,False,1.0,[3],0
321B93063C6A40D3801222F29E15B154,2,False,-1.0,[0],5
327507887C354A62AB1DF9241092467A,0,False,0.0,[3],4
327507887C354A62AB1DF9241092467A,1,False,0.0,[2],0
327507887C354A62AB1DF9241092467A,2,False,0.0,[0],6
327B7D78DA5845EFAE41DE3F0A8269A5,0,False,2.0,"[3, 7]",7
327B7D78DA5845EFAE41DE3F0A8269A5,1,False,-1.0,"[1, 4, 6]",0
327B7D78DA5845EFAE41DE3F0A8269A5,2,False,0.0,"[1, 4, 6]",3
327FEB111FA84F148BCF4D5B276BD79B,0,True,1.0,"[2, 8, 6]",7
327FEB111FA84F148BCF4D5B276BD79B,1,False,-0.3,"[1, 5, 6]",0
327FEB111FA84F148BCF4D5B276BD79B,2,True,-0.8,"[0, 4, 8]",2
32BCBC0AB2B247BEAB86A45A9F2DBF4C,0,False,0.0,[8],6
32BCBC0AB2B247BEAB86A45A9F2DBF4C,1,False,0.0,[6],0
32BCBC0AB2B247BEAB86A45A9F2DBF4C,2,False,0.0,[4],5
32C2B8292FC94999B1D97DF28427DE34,0,False,2.0,"[2, 7]",4
32C2B8292FC94999B1D97DF28427DE34,1,False,0.0,"[8, 6]",0
32C2B8292FC94999B1D97DF28427DE34,2,False,-1.9,"[0, 7]",6
32D1116ED19744138AB2C2811883C96B,0,False,1.0,[3],6
32D1116ED19744138AB2C2811883C96B,1,False,-2.0,[0],0
32D1116ED19744138AB2C2811883C96B,2,False,-2.0,[0],1
337AE362496042D28DF745CB51DDE2E9,0,False,1.1,[3],3
337AE362496042D28DF745CB51DDE2E9,1,False,1.4,[2],0
337AE362496042D28DF745CB51DDE2E9,2,False,-1.6,[0],8
33EA65F95A8B452F801254B76D7571CB,0,False,1.0,[2],8
33EA65F95A8B452F801254B76D7571CB,1,False,-1.0,[1],0
33EA65F95A8B452F801254B76D7571CB,2,False,-1.0,[1],2
349CB3DD67FE4620B8BECBC33C18168A,0,False,2.0,[2],0
349CB3DD67FE4620B8BECBC33C18168A,1,False,2.0,[2],0
349CB3DD67FE4620B8BECBC33C18168A,2,False,-1.8,[0],9
34DF0C3632EF48208B0B016AEF348F51,0,True,-0.6,"[1, 4, 8]",5
34DF0C3632EF48208B0B016AEF348F51,1,False,1.0,"[3, 6, 8]",0
34DF0C3632EF48208B0B016AEF348F51,2,False,-0.6,"[1, 3, 8]",5
35AA642697B340BD842F947968872A31,0,False,1.0,"[7, 3]",5
35AA642697B340BD842F947968872A31,1,False,-1.0,"[1, 6, 8]",0
35AA642697B340BD842F947968872A31,2,False,-1.0,"[6, 8, 1]",1
35C1513C56B0434C950E7DF6D3E95155,0,True,1.0,"[3, 8]",4
35C1513C56B0434C950E7DF6D3E95155,1,False,1.5,"[2, 8]",0
35C1513C56B0434C950E7DF6D3E95155,2,False,-1.0,"[1, 4]",4
35C167A8A69C44C6901146BCBDA40868,0,False,0.8,"[2, 5, 8]",8
35C167A8A69C44C6901146BCBDA40868,1,False,-0.9,"[1, 4]",0
35C167A8A69C44C6901146BCBDA40868,2,False,0.0,"[3, 4]",5
35D406A965C04B7195DDF42F5A634C51,0,False,0.8,"[2, 5, 7]",3
35D406A965C04B7195DDF42F5A634C51,1,False,0.4,"[3, 4, 8]",0
35D406A965C04B7195DDF42F5A634C51,2,False,-0.5,"[0, 4, 9]",2
35FBF537425D47AEA1E5C1F09207ECA1,0,False,2.0,"[2, 7, 9]",7
35FBF537425D47AEA1E5C1F09207ECA1,1,False,-0.6,"[1, 5, 8]",0
35FBF537425D47AEA1E5C1F09207ECA1,2,False,-2.0,"[7, 9, 0]",3
364A941439CB46E9A50B89293847C072,0,False,0.7,[2],3
364A941439CB46E9A50B89293847C072,1,False,-2.0,[0],0
364A941439CB46E9A50B89293847C072,2,False,-1.3,[0],0
365525BEF01440AF9A2F68C447B8C457,0,False,2.0,"[2, 7]",8
365525BEF01440AF9A2F68C447B8C457,1,False,-1.0,"[1, 4, 6]",0
365525BEF01440AF9A2F68C447B8C457,2,False,-1.0,"[1, 7, 4]",2
370D4E31F2944616B669B378381D26F8,0,False,1.0,"[2, 8]",5
370D4E31F2944616B669B378381D26F8,1,False,-1.0,"[1, 8]",0
370D4E31F2944616B669B378381D26F8,2,False,-2.0,"[1, 8]",3
3845F856F95445989C5399AC3A4D14F6,0,False,1.0,"[3, 6, 8]",3
3845F856F95445989C5399AC3A4D14F6,1,False,-2.0,"[3, 6, 8]",0
3845F856F95445989C5399AC3A4D14F6,2,False,1.0,"[0, 7, 9]",9
3AC52CDBA82B4871A1A268BFD592CC3F,0,False,1.0,[3],3
3AC52CDBA82B4871A1A268BFD592CC3F,1,False,-1.0,[1],0
3AC52CDBA82B4871A1A268BFD592CC3F,2,False,-2.0,[0],2
3ADB2033FD504029BBC8C3DB21B0E992,0,False,0.6,"[8, 3, 6]",4
3ADB2033FD504029BBC8C3DB21B0E992,1,False,0.6,"[8, 3]",0
3ADB2033FD504029BBC8C3DB21B0E992,2,False,0.6,"[8, 6, 3]",3
3B5B611FE27446CC9BE6A2A289AE9EF9,0,True,-1.1,"[3, 7]",7
3B5B611FE27446CC9BE6A2A289AE9EF9,1,False,0.0,"[3, 6, 7]",0
3B5B611FE27446CC9BE6A2A289AE9EF9,2,True,-1.1,"[0, 7]",4
3B8CA6030BE747B3AAD54F96C8E437F0,0,False,-1.0,"[0, 5]",4
3B8CA6030BE747B3AAD54F96C8E437F0,1,False,0.0,"[4, 6, 8]",0
3B8CA6030BE747B3AAD54F96C8E437F0,2,False,1.1,"[1, 5]",5
3C49C52656AC40C084B1A982A4D7E5C7,0,False,0.2,"[8, 1]",6
3C49C52656AC40C084B1A982A4D7E5C7,1,False,0.7,"[3, 8]",0
3C49C52656AC40C084B1A982A4D7E5C7,2,False,0.3,"[8, 3]",5
3C4E54A8D6404DDE99ABA847973B0413,0,False,0.2,"[8, 4, 6]",6
3C4E54A8D6404DDE99ABA847973B0413,1,False,0.1,"[8, 4, 6]",0
3C4E54A8D6404DDE99ABA847973B0413,2,False,-0.2,"[8, 4, 6]",3
3C9713985EF6444A974C932DC3038446,0,False,0.3,"[3, 6, 8]",7
3C9713985EF6444A974C932DC3038446,1,False,0.0,"[4, 6, 8]",0
3C9713985EF6444A974C932DC3038446,2,False,-1.0,"[1, 4, 6]",4
3D7967102A1F426EA5254BD5807A2FEF,0,False,0.4,"[2, 8]",1
3D7967102A1F426EA5254BD5807A2FEF,1,False,0.0,[2],0
3D7967102A1F426EA5254BD5807A2FEF,2,False,0.0,"[0, 7]",9
3E3DF02A99C04268B2069EA4D7D10D60,0,False,-0.9,"[3, 1, 8]",5
3E3DF02A99C04268B2069EA4D7D10D60,1,False,2.0,"[2, 6, 8]",0
3E3DF02A99C04268B2069EA4D7D10D60,2,False,-0.9,"[1, 3, 8]",7
3E55592C16FA4FA5B591DA7FCDEDDD59,0,False,0.5,"[3, 5]",4
3E55592C16FA4FA5B591DA7FCDEDDD59,1,False,-1.0,"[1, 4, 8]",0
3E55592C16FA4FA5B591DA7FCDEDDD59,2,True,-1.4,"[1, 7]",4
3E946DE2EB704C4FBF0AC7B641FACF87,0,False,2.0,[2],3
3E946DE2EB704C4FBF0AC7B641FACF87,1,False,2.0,[2],0
3E946DE2EB704C4FBF0AC7B641FACF87,2,False,-1.0,[0],8
3EAD4F4A9B3C4A17AA1AA1FB7E4EFE30,0,False,1.6,"[2, 8]",5
3EAD4F4A9B3C4A17AA1AA1FB7E4EFE30,1,False,-0.3,"[1, 4]",0
3EAD4F4A9B3C4A17AA1AA1FB7E4EFE30,2,False,-1.7,"[0, 8]",3
3F0C49D20259413AAAC3705E2C280442,0,False,1.4,[3],6
3F0C49D20259413AAAC3705E2C280442,1,False,0.5,"[2, 3]",0
3F0C49D20259413AAAC3705E2C280442,2,False,-1.5,"[0, 7]",6
3FD79C99AC364B2EBB19D7558375D942,0,False,2.0,"[2, 7]",2
3FD79C99AC364B2EBB19D7558375D942,1,False,1.0,"[2, 8]",0
3FD79C99AC364B2EBB19D7558375D942,2,False,-1.5,"[0, 7]",4
400F513B8E794502A69DB9809170D10B,0,False,2.0,[2],7
400F513B8E794502A69DB9809170D10B,1,False,-1.5,[1],0
400F513B8E794502A69DB9809170D10B,2,False,-1.5,[1],1
407422007B99479785EA11A19D7609E7,0,False,0.0,"[7, 9]",3
407422007B99479785EA11A19D7609E7,1,False,0.0,"[6, 8, 4]",0
407422007B99479785EA11A19D7609E7,2,False,0.0,"[4, 6, 8]",4
40C181D6AC37473D968295D60FCFC0C9,0,False,0.0,"[3, 2, 6]",8
40C181D6AC37473D968295D60FCFC0C9,1,False,0.0,"[0, 4, 6]",0
40C181D6AC37473D968295D60FCFC0C9,2,False,0.0,"[0, 4]",2
4101536F44A04C539DD01006C3E1FF4F,0,False,-0.2,[3],4
4101536F44A04C539DD01006C3E1FF4F,1,False,0.0,[5],0
4101536F44A04C539DD01006C3E1FF4F,2,False,0.2,[1],6
410BFE361E18440788A57B566C8CD495,0,False,2.0,"[2, 9]",7
410BFE361E18440788A57B566C8CD495,1,False,-0.9,"[0, 4, 6]",0
410BFE361E18440788A57B566C8CD495,2,False,-1.4,"[0, 4, 6]",2
414CE39AD46E442D8DA188D0C9C50CFC,0,False,1.3,[3],3
414CE39AD46E442D8DA188D0C9C50CFC,1,False,2.0,[2],0
414CE39AD46E442D8DA188D0C9C50CFC,2,True,-1.8,[0],7
41DD0ADC4C22439B9A954DD7B9930EC1,0,True,-0.6,[2],6
41DD0ADC4C22439B9A954DD7B9930EC1,1,False,1.0,[2],0
41DD0ADC4C22439B9A954DD7B9930EC1,2,True,-0.5,[0],6
4228725B2E8548CEB7D8A48CB40A69AA,0,False,0.0,"[0, 4, 5]",6
4228725B2E8548CEB7D8A48CB40A69AA,1,False,0.0,"[0, 6, 8]",0
4228725B2E8548CEB7D8A48CB40A69AA,2,False,0.0,"[1, 4, 9]",4
43AD75CE951840A2A1DA5F1452CFEF76,0,False,1.8,"[3, 8]",1
43AD75CE951840A2A1DA5F1452CFEF76,1,False,1.3,"[2, 4, 8]",0
43AD75CE951840A2A1DA5F1452CFEF76,2,False,-0.5,"[7, 1]",6
454A96E27D8B41FDA1D77FFBDACEE68B,0,False,0.0,[3],5
454A96E27D8B41FDA1D77FFBDACEE68B,1,False,-2.0,[0],0
454A96E27D8B41FDA1D77FFBDACEE68B,2,False,0.1,[3],3
45D9B639509C4A72847A2C8D33D67C28,0,False,1.4,"[2, 7]",5
45D9B639509C4A72847A2C8D33D67C28,1,False,-1.0,"[1, 6]",0
45D9B639509C4A72847A2C8D33D67C28,2,False,-1.6,"[0, 7]",3
46684968B0A44158B3BC38040CCB0B8A,0,False,0.8,[0],0
46684968B0A44158B3BC38040CCB0B8A,1,False,1.4,[3],0
46684968B0A44158B3BC38040CCB0B8A,2,True,1.0,[5],6
469CFA82654942D9B8D50D91C234F713,0,False,1.3,"[2, 7, 5]",6
469CFA82654942D9B8D50D91C234F713,1,False,-1.9,"[0, 8, 6]",0
469CFA82654942D9B8D50D91C234F713,2,False,-1.0,"[0, 8, 1]",2
470B1E0E71A3465181D73DDA83E66D55,0,False,1.0,"[4, 3, 8]",3
470B1E0E71A3465181D73DDA83E66D55,1,False,-0.9,"[1, 4, 8]",0
470B1E0E71A3465181D73DDA83E66D55,2,False,-0.7,[1],2
470D845650704BAAB094E1EB26247CDF,0,False,2.0,"[2, 8]",6
470D845650704BAAB094E1EB26247CDF,1,False,-1.0,"[1, 4, 6]",0
470D845650704BAAB094E1EB26247CDF,2,False,-1.0,"[1, 6, 8]",3
480624F7D2124687AD60694DFA6D7702,0,False,1.1,[2],5
480624F7D2124687AD60694DFA6D7702,1,False,0.8,[3],0
480624F7D2124687AD60694DFA6D7702,2,False,-0.9,[1],5
4861665AFE884824AAE00FD6C4C7CA47,0,False,1.2,"[2, 7, 5]",4
4861665AFE884824AAE00FD6C4C7CA47,1,False,1.0,"[3, 6, 8]",0
4861665AFE884824AAE00FD6C4C7CA47,2,False,-1.0,"[1, 6, 4]",4
49E7237195944AEEA4F7D5ADF4715184,0,False,1.0,"[2, 8, 6]",7
49E7237195944AEEA4F7D5ADF4715184,1,False,0.0,"[2, 4]",0
49E7237195944AEEA4F7D5ADF4715184,2,False,-1.0,"[4, 6, 8]",2
4A239AC29D8C4293AF8078824E8B2037,0,True,-1.4,[1],4
4A239AC29D8C4293AF8078824E8B2037,1,False,2.0,"[2, 8]",0
4A239AC29D8C4293AF8078824E8B2037,2,True,-2.0,[0],8
4A7863BE57324155BE8747F41E336893,0,False,-0.3,[2],9
4A7863BE57324155BE8747F41E336893,1,False,1.0,"[7, 5, 2]",0
4A7863BE57324155BE8747F41E336893,2,False,-0.3,[2],2
4AAAF30F5B9349E4B8D844AD91FE0336,0,False,1.5,"[2, 7]",9
4AAAF30F5B9349E4B8D844AD91FE0336,1,False,-1.5,[0],0
4AAAF30F5B9349E4B8D844AD91FE0336,2,False,-1.7,[0],1
4AB5EBEB4D9546FA8E53F35B9BDE4D83,0,False,1.0,[2],5
4AB5EBEB4D9546FA8E53F35B9BDE4D83,1,False,1.0,[3],0
4AB5EBEB4D9546FA8E53F35B9BDE4D83,2,False,-1.0,[0],5
4C1EF4DABA5F458FA960B85F12A52A33,0,False,0.4,[3],6
4C1EF4DABA5F458FA960B85F12A52A33,1,False,0.3,[3],0
4C1EF4DABA5F458FA960B85F12A52A33,2,False,-0.2,[5],6
4C241572C44A465A8DDB0D6512E80B91,0,False,1.0,[3],3
4C241572C44A465A8DDB0D6512E80B91,1,False,1.0,[3],0
4C241572C44A465A8DDB0D6512E80B91,2,False,-1.0,"[0, 7]",6
4C6F8CAA432043F6A437E7B9A1716996,0,True,1.0,"[4, 7, 2]",4
4C6F8CAA432043F6A437E7B9A1716996,1,False,0.0,"[4, 3, 7]",0
4C6F8CAA432043F6A437E7B9A1716996,2,True,-1.0,"[0, 4, 7]",4
4C96271A73E647C3B81D31378C99597B,0,False,-0.9,[3],3
4C96271A73E647C3B81D31378C99597B,1,False,1.8,"[2, 4, 8]",0
4C96271A73E647C3B81D31378C99597B,2,False,-0.8,"[0, 5]",6
4D3C479FD6C2431C933E7BB3C0B2DDFB,0,False,2.0,[2],3
4D3C479FD6C2431C933E7BB3C0B2DDFB,1,False,0.9,"[3, 8, 6]",0
4D3C479FD6C2431C933E7BB3C0B2DDFB,2,False,-1.9,"[0, 7]",7
4E48E94501D14A318FF6D1CC407DEC30,0,False,1.0,"[2, 5]",7
4E48E94501D14A318FF6D1CC407DEC30,1,False,-1.0,"[0, 4, 8]",0
4E48E94501D14A318FF6D1CC407DEC30,2,False,1.0,"[3, 8]",4
4EBBD324A9D94BFE88B85B50F8F73234,0,True,1.9,"[2, 7]",5
4EBBD324A9D94BFE88B85B50F8F73234,1,False,0.9,"[3, 4, 8]",0
4EBBD324A9D94BFE88B85B50F8F73234,2,False,-1.0,"[1, 7]",5
4EF37E8B577D4BD789B18A511EFCCCB9,0,True,0.5,"[2, 6, 8]",5
4EF37E8B577D4BD789B18A511EFCCCB9,1,False,1.0,"[6, 8, 4]",0
4EF37E8B577D4BD789B18A511EFCCCB9,2,True,0.6,"[4, 6, 8]",6
4F666DDEF59140568082EC4FB22FF502,0,False,1.6,[2],7
4F666DDEF59140568082EC4FB22FF502,1,False,-1.0,[0],0
4F666DDEF59140568082EC4FB22FF502,2,False,0.5,[3],4
4F695EE6877D4BED83AEF0E7419CA09C,0,True,-1.0,"[1, 8]",4
4F695EE6877D4BED83AEF0E7419CA09C,1,False,1.0,[3],0
4F695EE6877D4BED83AEF0E7419CA09C,2,False,-2.0,"[7, 9, 0]",8
4FA6085628B34E2E822C71D39A43A4A1,0,False,1.8,"[2, 8, 6]",3
4FA6085628B34E2E822C71D39A43A4A1,1,False,1.0,"[3, 6, 8]",0
4FA6085628B34E2E822C71D39A43A4A1,2,False,-1.9,"[0, 7]",6
502060A98610498DBC32348A33A1EE33,0,False,0.3,"[7, 0, 5]",5
502060A98610498DBC32348A33A1EE33,1,False,1.1,"[2, 6, 8]",0
502060A98610498DBC32348A33A1EE33,2,False,-0.1,"[4, 3, 6]",6
50EE5E468C3B4717B50F92BF1AA45CDA,0,False,0.0,[3],7
50EE5E468C3B4717B50F92BF1AA45CDA,1,False,0.0,[2],0
50EE5E468C3B4717B50F92BF1AA45CDA,2,False,0.0,[0],4
51F85FF6DEAC4A17B4437C326BC61169,0,False,0.6,"[6, 8, 4]",5
51F85FF6DEAC4A17B4437C326BC61169,1,False,2.0,"[2, 4, 6]",0
51F85FF6DEAC4A17B4437C326BC61169,2,False,0.6,"[4, 6, 8]",4
52EDCECF96C9489299E8621DB659EC77,0,False,2.0,"[2, 8]",8
52EDCECF96C9489299E8621DB659EC77,1,False,-2.0,"[0, 8]",0
52EDCECF96C9489299E8621DB659EC77,2,False,-2.0,"[0, 8]",1
534A67DE7BDD460CAF4E8D786A74515A,0,True,1.8,"[2, 7]",9
534A67DE7BDD460CAF4E8D786A74515A,1,False,-1.7,"[0, 6]",0
534A67DE7BDD460CAF4E8D786A74515A,2,False,0.7,"[3, 6]",5
5384CB299B464A7CB132B9B39E0AC593,0,False,0.0,[1],3
5384CB299B464A7CB132B9B39E0AC593,1,False,0.0,[1],0
5384CB299B464A7CB132B9B39E0AC593,2,False,0.0,[1],1
53BE6A9FC3C846F58424DF7D57A99C2B,0,False,1.0,"[2, 6]",6
53BE6A9FC3C846F58424DF7D57A99C2B,1,False,0.0,[3],0
53BE6A9FC3C846F58424DF7D57A99C2B,2,False,-1.0,"[0, 6]",3
542C8FC44AB6446F92D18292E2AE4FE7,0,False,1.8,[2],7
542C8FC44AB6446F92D18292E2AE4FE7,1,False,-1.0,"[0, 1, 6]",0
542C8FC44AB6446F92D18292E2AE4FE7,2,False,-1.0,"[0, 1, 6]",2
55825F39DC91406B92596C4E47EF04B8,0,True,1.9,"[2, 5]",4
55825F39DC91406B92596C4E47EF04B8,1,False,-0.9,"[1, 4, 8]",0
55825F39DC91406B92596C4E47EF04B8,2,False,-1.9,"[0, 7]",4
55DB719652D34545A299002E7640AB91,0,False,0.9,[2],6
55DB719652D34545A299002E7640AB91,1,False,0.4,[3],0
55DB719652D34545A299002E7640AB91,2,False,0.5,[3],3
57A031CABD8141B59D165B4DD60BE95D,0,False,0.9,"[1, 0, 4]",5
57A031CABD8141B59D165B4DD60BE95D,1,False,1.5,"[0, 1, 2]",0
57A031CABD8141B59D165B4DD60BE95D,2,False,1.2,"[0, 3, 4]",6
584D291484C84636A034BA28C614B0B9,0,False,0.8,"[2, 6, 8]",2
584D291484C84636A034BA28C614B0B9,1,False,2.0,"[2, 4, 6]",0
584D291484C84636A034BA28C614B0B9,2,False,-1.6,[0],8
587C9E7D042D4F4D892DDBBA1A3E8F38,0,True,0.0,[4],4
587C9E7D042D4F4D892DDBBA1A3E8F38,1,False,0.0,"[2, 6, 4]",0
587C9E7D042D4F4D892DDBBA1A3E8F38,2,True,0.0,[4],5
589BDBD64FBF4D6788CC1F58CFC1A335,0,False,2.0,"[2, 8, 6]",7
589BDBD64FBF4D6788CC1F58CFC1A335,1,False,-2.0,"[0, 6]",0
589BDBD64FBF4D6788CC1F58CFC1A335,2,False,-2.0,"[0, 8, 6]",2
58CBADD914294AB69955A7541368516C,0,False,-1.0,[1],4
58CBADD914294AB69955A7541368516C,1,False,1.5,[2],0
58CBADD914294AB69955A7541368516C,2,False,-2.0,[0],7
58DE05E999F346AEBEBC368880619A05,0,True,1.0,"[2, 5]",7
58DE05E999F346AEBEBC368880619A05,1,False,-0.8,"[1, 4]",0
58DE05E999F346AEBEBC368880619A05,2,True,-0.8,"[1, 4]",2
5945CFBFB764415DAAC92E18C387D4EA,0,True,0.0,[2],5
5945CFBFB764415DAAC92E18C387D4EA,1,False,0.0,[4],0
5945CFBFB764415DAAC92E18C387D4EA,2,True,0.0,[5],3
59DE8D4301A94B128540F47BAF5DB6D0,0,False,2.0,"[2, 9, 7]",5
59DE8D4301A94B128540F47BAF5DB6D0,1,False,-0.9,"[0, 1, 8]",0
59DE8D4301A94B128540F47BAF5DB6D0,2,False,-1.7,"[0, 4, 7]",3
59DFFDE000CD4291AFA865AE12B3FAE8,0,False,0.5,"[3, 6, 8]",7
59DFFDE000CD4291AFA865AE12B3FAE8,1,False,-1.4,"[0, 8, 4]",0
59DFFDE000CD4291AFA865AE12B3FAE8,2,False,-1.6,"[4, 8, 0]",0
5A1913E5D6BD434896085BD0361B138B,0,False,1.6,"[2, 8, 6]",5
5A1913E5D6BD434896085BD0361B138B,1,False,0.5,"[3, 4, 6]",0
5A1913E5D6BD434896085BD0361B138B,2,False,-1.8,"[0, 7, 4]",5
5A6C1C6865074304B2AC8CD814DFA1D6,0,False,1.3,"[2, 5]",3
5A6C1C6865074304B2AC8CD814DFA1D6,1,False,0.9,"[3, 8, 6]",0
5A6C1C6865074304B2AC8CD814DFA1D6,2,False,-0.8,"[0, 7]",4
5AE7DDD064994297ABA0A90F589A8B69,0,False,1.3,[3],3
5AE7DDD064994297ABA0A90F589A8B69,1,False,0.4,[8],0
5AE7DDD064994297ABA0A90F589A8B69,2,False,-1.9,[0],5
5BBD9B3BEB024CEBB60F1462372694F0,0,False,1.0,[3],4
5BBD9B3BEB024CEBB60F1462372694F0,1,False,-2.0,[0],0
5BBD9B3BEB024CEBB60F1462372694F0,2,False,-0.9,[1],1
5BE2FD19A74B4FC5A58F81F792B31130,0,True,0.0,"[4, 5, 6]",3
5BE2FD19A74B4FC5A58F81F792B31130,1,False,0.0,"[4, 5, 6]",0
5BE2FD19A74B4FC5A58F81F792B31130,2,True,0.0,"[4, 5, 6]",6
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,0,False,1.1,[2],5
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,1,False,-1.6,[0],0
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,2,False,-1.0,[1],4
5D1577B2E8AA40AE89F0B9B03044DA74,0,False,1.0,"[2, 7, 5]",9
5D1577B2E8AA40AE89F0B9B03044DA74,1,False,-1.0,"[0, 8, 6]",0
5D1577B2E8AA40AE89F0B9B03044DA74,2,False,-1.0,"[0, 8, 4]",2
5D65A6E3605D42CEAA8043868C787403,0,False,0.0,[4],2
5D65A6E3605D42CEAA8043868C787403,1,False,0.0,[4],0
5D65A6E3605D42CEAA8043868C787403,2,False,0.0,[4],2
5E4EA8D56D1F42E2B96A89DA33833FCA,0,False,1.2,"[2, 5]",9
5E4EA8D56D1F42E2B96A89DA33833FCA,1,False,0.7,"[4, 3]",0
5E4EA8D56D1F42E2B96A89DA33833FCA,2,False,-1.1,"[0, 6, 4]",2
5F0E1E7CAEFD40B5A4EA89F84FC5DD1D,0,True,0.0,"[4, 6]",5
5F0E1E7CAEFD40B5A4EA89F84FC5DD1D,1,False,0.0,"[2, 4]",0
5F0E1E7CAEFD40B5A4EA89F84FC5DD1D,2,True,0.0,"[6, 4]",8
5F2597959DAF4493B833C6B242550D95,0,False,1.0,"[3, 4]",7
5F2597959DAF4493B833C6B242550D95,1,False,-1.0,"[1, 6, 4]",0
5F2597959DAF4493B833C6B242550D95,2,False,-1.0,"[1, 6, 4]",0
5FA5C3EF9195444A832F0AE438613FE8,0,False,1.0,[3],6
5FA5C3EF9195444A832F0AE438613FE8,1,False,1.0,"[2, 4, 8]",0
