ParticipantId,StartTime (America/New_York),CompletionTime (America/New_York),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,Political Ideology
0B12E825726F49BCB5F56F62C40870D4,07/26/2023 03:45:58 PM,07/26/2023 03:57:46 PM,Redirect,,0,0,0,Pending,Conservative
149A52792BED44CBB0251676B7D236F7,07/26/2023 03:46:08 PM,07/26/2023 03:53:18 PM,Redirect,,0,0,0,Pending,Conservative
1DF28D04D4BC4AD0A9B59DD0E935393A,07/26/2023 04:02:31 PM,07/26/2023 04:07:38 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
CEF983DB1EC143EA9AF03F616A805184,07/26/2023 04:02:33 PM,07/26/2023 04:06:50 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
1304BAAAAFA04DEE959F8EC00A5E49F6,07/26/2023 04:19:37 PM,07/26/2023 04:24:33 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
6FA52E01CCF14DEEA30D8117CE23B3E5,07/26/2023 04:19:38 PM,07/26/2023 04:32:22 PM,Redirect,,0,0,0,Pending,Moderate
E772BC7B14D14BC5BDCC6B592E4D6D8F,07/26/2023 04:19:46 PM,07/26/2023 04:26:57 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
25FF8876F4AE4F67971A4AB403102888,07/26/2023 04:20:26 PM,07/26/2023 04:26:22 PM,Redirect,,0,0,0,Pending,Moderate
0E0A1452864C4A15932E3B01BD881A44,07/26/2023 04:24:24 PM,07/26/2023 04:29:37 PM,Redirect,,0,0,0,Pending,Liberal
A754A945BB4741F0B0EB1570A02EB8FF,07/26/2023 04:29:08 PM,07/26/2023 04:33:30 PM,Redirect,,0,0,0,Pending,Liberal
B621A706A14A4B449B0D1ADA908E024A,07/26/2023 04:44:29 PM,07/26/2023 04:49:37 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
E6D20A014E624EAAA56E3C7DB08908AF,07/26/2023 04:44:35 PM,07/26/2023 04:54:11 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
4C35087FD53F4068A3EC085623BDA755,07/26/2023 04:44:36 PM,07/26/2023 05:43:51 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
34F3FBEBA1E34CAC9AFA473734919728,07/26/2023 04:44:37 PM,07/26/2023 04:47:27 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
17B67E5365D44002A4DFAEB37E3D4E53,07/26/2023 04:44:38 PM,07/26/2023 04:49:11 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
288ED6B8223A4F26B55A0B9AE158851F,07/26/2023 04:44:41 PM,07/26/2023 04:47:54 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
A0AF40BE5A6445B58B94C637229FFFB8,07/26/2023 04:44:42 PM,07/26/2023 04:51:27 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
AAC05B3E67784EFA8C48E2A76FA4186F,07/26/2023 04:44:44 PM,07/26/2023 04:49:20 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
E587ABFDA56848ECA4CF94C3287B11D0,07/26/2023 04:44:52 PM,07/26/2023 04:51:07 PM,Redirect,,0,0,0,Pending,Conservative
2C5D3BDDA0F544BAAD486963BF33D093,07/26/2023 04:44:53 PM,07/26/2023 04:50:12 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
8E77F51F5FAF4544B3D1CB7E19D43424,07/26/2023 04:44:57 PM,07/26/2023 04:53:19 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
12076A45802B405BB00ABBFBB67729E0,07/26/2023 04:45:01 PM,07/26/2023 04:50:21 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
1519EB608DD74D1B82384DD9C35A822B,07/26/2023 04:45:03 PM,07/26/2023 04:50:53 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
A58E9C9853F24C708F64464C83EDF37C,07/26/2023 04:45:05 PM,07/26/2023 05:19:07 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
91636D2541D24A5D938F047E06CC0661,07/26/2023 04:45:06 PM,07/26/2023 04:50:25 PM,Redirect,,0,0,0,Pending,Moderate
DA4D51D0205B4B4D9E0EE8013EFC46A2,07/26/2023 04:45:20 PM,07/26/2023 04:48:59 PM,Redirect,,0,0,0,Pending,Conservative
2868372ADDCC4AFE96525A330B5A940B,07/26/2023 04:45:24 PM,07/26/2023 04:52:00 PM,Redirect,,0,0,0,Pending,Conservative
268A77DCC33A496DBE1C086D0717C820,07/26/2023 04:45:24 PM,07/26/2023 04:54:16 PM,Redirect,,0,0,0,Pending,Conservative
5EB00885325645DEA082A3A791BB8AE3,07/26/2023 04:45:25 PM,07/26/2023 04:55:05 PM,Redirect,,0,0,0,Pending,Moderate
976A1B6D85DD4747B19B6D50A147F24B,07/26/2023 04:45:25 PM,07/26/2023 04:50:56 PM,Redirect,,0,0,0,Pending,Liberal
DD1FE5CD38704CE3A7047B53A2510986,07/26/2023 04:45:27 PM,07/26/2023 04:51:03 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
C76241B0450D4C849AF44993EF743529,07/26/2023 04:45:28 PM,07/26/2023 04:49:02 PM,Redirect,,0,0,0,Pending,Moderate
FBC3873CCA084B7C9751FE11E49263DA,07/26/2023 04:45:28 PM,07/26/2023 04:50:38 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
583B48DB907C40209E1A17E7E6700800,07/26/2023 04:45:28 PM,07/26/2023 04:49:51 PM,Redirect,,0,0,0,Pending,Conservative
C809D394C2CD4B3296F6F24D523DE626,07/26/2023 04:45:29 PM,07/26/2023 04:50:51 PM,Redirect,,0,0,0,Pending,Moderate
6FCFE5110A604F85A73AA39FB317C1F9,07/26/2023 04:45:30 PM,07/26/2023 04:51:05 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
B8BB6FC43C0C41839C801FF4BEB7DB02,07/26/2023 04:45:31 PM,07/26/2023 04:50:43 PM,Redirect,,0,0,0,Pending,Moderate
5771BBE6465940CA82548F137A6790D9,07/26/2023 04:45:31 PM,07/26/2023 04:52:21 PM,Redirect,,0,0,0,Pending,Conservative
F13CC56646EB47E39B6EF665E5F833A2,07/26/2023 04:45:32 PM,07/26/2023 04:52:26 PM,Redirect,,0,0,0,Pending,Moderate
5736404AF81A42168043E2D9446A77C3,07/26/2023 04:45:32 PM,07/26/2023 05:19:07 PM,Manual,Manually Submitted,0,0,0,Returned,Conservative
7A3DFEC1487A42F39F06E56F1938A0F8,07/26/2023 04:45:32 PM,07/26/2023 04:49:41 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
F6586134F687435A9064E1C721EBC99F,07/26/2023 04:45:34 PM,07/26/2023 04:49:21 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
BECF2F9B16A940B6AF998E88A451A254,07/26/2023 04:45:34 PM,07/26/2023 04:53:26 PM,Redirect,,0,0,0,Pending,Moderate
52AF4FB70BA34B1F9AB04D0CF955DB3D,07/26/2023 04:45:34 PM,07/26/2023 05:04:13 PM,Redirect,,0,0,0,Pending,Liberal
E0C738F22DFD4123B5CBA845211CC366,07/26/2023 04:45:34 PM,07/26/2023 04:50:10 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
1F4ECB6161634395999286C322FE5403,07/26/2023 04:45:34 PM,,,,0,0,0,Returned,Conservative
58713C62A57640F4A2E0CAC6621BA6D2,07/26/2023 04:45:35 PM,07/26/2023 04:50:04 PM,Redirect,,0,0,0,Pending,Moderate
5E396C32E0B2479F8AD04A4D1AFF1EBB,07/26/2023 04:45:35 PM,07/26/2023 04:54:14 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
E3E86985A6304D66BE3561A06281D689,07/26/2023 04:45:36 PM,07/26/2023 04:53:37 PM,Redirect,,0,0,0,Pending,Moderate
08B550F7A9804A5E86AB5236758A323C,07/26/2023 04:45:37 PM,07/26/2023 04:48:53 PM,Redirect,,0,0,0,Pending,Liberal
039E107421874BA791EFF765928429C5,07/26/2023 04:45:38 PM,07/26/2023 04:50:00 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
68A4D0D6B3C24C7DB54A2CA32B2B4939,07/26/2023 04:45:38 PM,07/26/2023 04:54:09 PM,Redirect,,0,0,0,Pending,Conservative
33EA8481033D40D085A8FA4AF8B0ED69,07/26/2023 04:45:39 PM,07/26/2023 04:51:24 PM,Redirect,,0,0,0,Pending,Conservative
64B42A154B824BC7B1595B7632607FA8,07/26/2023 04:45:39 PM,07/26/2023 04:51:24 PM,Redirect,,0,0,0,Pending,Moderate
33CB5930BD5C4FCFB8A271C254A05062,07/26/2023 04:45:39 PM,07/26/2023 05:18:15 PM,Redirect,,0,0,0,Pending,Conservative
FDC65C5F8DCB4731B5953C1745FC9696,07/26/2023 04:45:40 PM,07/26/2023 04:49:31 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
46F1CE2088B342339F4A71072CC4E6CA,07/26/2023 04:45:40 PM,07/26/2023 04:49:07 PM,Redirect,,0,0,0,Pending,Conservative
CD85E7DE88E148A89899EFBA0BFD7657,07/26/2023 04:45:41 PM,07/26/2023 04:50:21 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
5FF5B2395F8E49718435D23064F243BA,07/26/2023 04:45:41 PM,07/26/2023 04:57:04 PM,Redirect,,0,0,0,Pending,Conservative
2CE8FB1F408B44F093C8CD8CA66F3357,07/26/2023 04:45:41 PM,07/26/2023 05:06:55 PM,Redirect,,0,0,0,Pending,Conservative
F3B8E51696CF41DAB16FF9C615AFD294,07/26/2023 04:45:42 PM,07/26/2023 04:49:00 PM,Redirect,,0,0,0,Pending,Moderate
CC9BE6325E0E45CC9F59D91E3AD0664D,07/26/2023 04:45:42 PM,07/26/2023 04:49:24 PM,Redirect,,0,0,0,Pending,Liberal
A2D4F7D4980F4D7B9C6AC52BA07D47BC,07/26/2023 04:45:43 PM,07/26/2023 04:52:56 PM,Redirect,,0,0,0,Pending,Conservative
508E8BDD7E264215B7EA211093E30F92,07/26/2023 04:45:43 PM,07/26/2023 04:51:21 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
4509B59C9C49499EB62F362D3A56B6A2,07/26/2023 04:45:43 PM,07/26/2023 04:49:26 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
76A5DE8275ED4BAAAC306E31C4FA4412,07/26/2023 04:45:44 PM,07/26/2023 04:52:04 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
22FDF876E0614ADB874D9E1B3849F1DB,07/26/2023 04:45:44 PM,07/26/2023 04:49:34 PM,Redirect,,0,0,0,Pending,Moderate
B0B432A614AD452297CD57C85B1A2B8D,07/26/2023 04:45:45 PM,07/26/2023 04:49:13 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
550C32A360424695978F2E043C405291,07/26/2023 04:45:45 PM,07/26/2023 04:50:21 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
DD0D27503B88469AAB822A53357FF732,07/26/2023 04:45:46 PM,07/26/2023 04:51:51 PM,Redirect,,0,0,0,Pending,Moderate
71B5DA509362447F9E6DA988F9034B4E,07/26/2023 04:45:46 PM,07/26/2023 04:49:18 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
F4403692785042C3B3369561AD52ABC8,07/26/2023 04:45:46 PM,07/26/2023 04:54:55 PM,Redirect,,0,0,0,Pending,Moderate
A298719289AA4077A7DBEF7A706F2992,07/26/2023 04:45:47 PM,07/26/2023 04:54:21 PM,Redirect,,0,0,0,Pending,Conservative
C432E5FA24314FBEA71A745C69D5501F,07/26/2023 04:45:48 PM,07/26/2023 04:50:35 PM,Redirect,,0,0,0,Pending,Moderate
14F6E1C5489244FCA53EEA52723D184B,07/26/2023 04:45:48 PM,07/26/2023 04:58:02 PM,Redirect,,0,0,0,Pending,Liberal
652EAECCA79247AA82D261785DA8E55D,07/26/2023 04:45:48 PM,,,,0,0,0,Returned,Liberal
72EAE51850F24AA29D22EE5FF87C4744,07/26/2023 04:45:48 PM,07/26/2023 04:50:34 PM,Redirect,,0,0,0,Pending,Somewhat Liberal
7A2FD3C07D83434E8933F2F44369452E,07/26/2023 04:45:49 PM,07/26/2023 05:20:17 PM,Redirect,,0,0,0,Pending,Conservative
73BAA9CBFD4E4E69B4B7EAD3A73130C8,07/26/2023 04:45:49 PM,07/26/2023 05:07:51 PM,Redirect,,0,0,0,Pending,Liberal
1AF36584A39C4635A9D916955A490699,07/26/2023 04:45:50 PM,07/26/2023 04:50:07 PM,Redirect,,0,0,0,Pending,Moderate
012B4E05E38645C787ADD8FC4C076D2F,07/26/2023 04:45:50 PM,07/26/2023 04:49:09 PM,Redirect,,0,0,0,Pending,Moderate
DC3E2484F762493A87C050B2B20137A7,07/26/2023 04:45:50 PM,07/26/2023 04:50:35 PM,Redirect,,0,0,0,Pending,Moderate
EB270B00C99342D0835811543D6D4A1A,07/26/2023 04:45:50 PM,07/26/2023 04:49:58 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
20FE40F8184342B7BD56159FA1E44F75,07/26/2023 04:45:54 PM,07/26/2023 04:49:23 PM,Redirect,,0,0,0,Pending,Liberal
C52B0D3555734D5696B0983A0ED9A80D,07/26/2023 04:45:55 PM,07/26/2023 04:56:58 PM,Redirect,,0,0,0,Pending,Liberal
AE5AECB9514A4598AE07D8786215E979,07/26/2023 04:45:55 PM,07/26/2023 04:55:03 PM,Redirect,,0,0,0,Pending,Conservative
A26CEFE6879543D0AC94DE36BCD9492B,07/26/2023 04:45:57 PM,07/26/2023 04:54:04 PM,Redirect,,0,0,0,Pending,Liberal
7A0ED38B43CC4C6DBD79C4E8569E4813,07/26/2023 04:45:57 PM,07/26/2023 04:51:32 PM,Redirect,,0,0,0,Pending,Liberal
FE7A16F2F9974FBA980A7CA2C522F913,07/26/2023 04:46:01 PM,07/26/2023 04:48:57 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
FE962D03691C4BD0B6CF7847FB896AB7,07/26/2023 04:46:03 PM,07/26/2023 04:50:13 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
EB226D095F3143F3BC2F4A3B3ED0D27D,07/26/2023 04:46:04 PM,07/26/2023 04:50:59 PM,Redirect,,0,0,0,Pending,Liberal
376044BC5D974B268F65C68482FF7694,07/26/2023 04:46:10 PM,07/26/2023 04:49:50 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
512FED05A72842BF9658B966FBD7F076,07/26/2023 04:46:13 PM,07/26/2023 04:58:03 PM,Redirect,,0,0,0,Pending,Liberal
E00FE3F926504F12A763173EBB54E91D,07/26/2023 04:46:15 PM,07/26/2023 04:52:42 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
17033210B1054BE6ABA131650A896433,07/26/2023 04:46:24 PM,07/26/2023 04:52:29 PM,Redirect,,0,0,0,Pending,Somewhat Conservative
024BA05D98644A2CBD8ECEF3FF884E4A,07/26/2023 04:46:24 PM,07/26/2023 05:11:37 PM,Redirect,,0,0,0,Pending,Liberal
D3834907264F4C91B44D67DC2DB165CF,07/26/2023 04:46:30 PM,07/26/2023 04:51:28 PM,Redirect,,0,0,0,Pending,Liberal
51DA8E3B21E4400596089FC36D816552,07/26/2023 04:47:01 PM,,,,0,0,0,Returned,Liberal
289563D6BCAF43739083EEA3D931B2A4,07/26/2023 04:47:11 PM,07/26/2023 04:50:09 PM,Redirect,,0,0,0,Pending,Liberal
938C5CDF7AA4457CA3872EC138BEF22C,07/26/2023 04:47:12 PM,07/26/2023 04:52:14 PM,Redirect,,0,0,0,Pending,Liberal
01A875FAA380427BBBEF0A2176E35972,07/26/2023 04:51:09 PM,07/26/2023 05:42:12 PM,Redirect,,0,0,0,Pending,Liberal
C7BAD92DF4FA421D895E05DA4F496E05,07/26/2023 05:39:42 PM,07/26/2023 05:49:57 PM,Redirect,,0,0,0,Pending,Conservative
C2C792569D874B0F9ACF4CFCBE416814,07/26/2023 05:46:30 PM,07/26/2023 05:52:51 PM,Redirect,,0,0,0,Pending,Liberal
864195E37C32444583E87E2D9E46DDB0,07/26/2023 05:50:32 PM,07/26/2023 05:56:58 PM,Redirect,,0,0,0,Pending,Conservative
